"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300","V301","V302","V303","V304","V305","V306","V307","V308","V309","V310","V311","V312","V313","V314","V315","V316","V317","V318","V319","V320","V321","V322","V323","V324","V325","V326","V327","V328","V329","V330","V331","V332","V333","V334","V335","V336","V337","V338","V339","V340","V341","V342","V343","V344","V345","V346","V347","V348","V349","V350","V351","V352","V353","V354","V355","V356","V357","V358","V359","V360","V361","V362","V363","V364","V365","V366","V367","V368","V369","V370","V371","V372","V373","V374","V375","V376","V377","V378","V379","V380","V381","V382","V383","V384","V385","V386","V387","V388","V389","V390","V391","V392","V393","V394","V395","V396","V397","V398","V399","V400","V401","V402","V403","V404","V405","V406","V407","V408","V409","V410","V411","V412","V413","V414","V415","V416","V417"
"96",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,69,25,16,60,18,8,53,0,21,30,8,12,33,31,13,23,27,5,31,7,90,5,8,52,41,30,1,15,5,55,47,24,15,3,10,1,9,0,1,4,31,30,39,25,12,0,4,9,4,14,9,3,19,5,1,15,24,37,5,22,14,46,18,1,6,3,13,14,0,13,2,3,3,10,9,6,1,2,6,13,8,25,29,14,3,14,4,1,5,3,6,9,1,2,7,43,9,0,3,2,0,0,5,26,6,8,17,1,1,10,18,13,1,19,9,0,9,3,3,5,0,5,0,9,29,2,21,47,3,0,0,1,3,1,0,13,1,0,1,11,6,19,0,0,1,0,0,9,19,30,13,4,7,2,12,3,0,0,0,0,1,2,5,1,5,7,10,1,2,1,1,0,0,0,0,0,0,0,5,0,0,1,3,0,40,8,0,0,1,0,0,0,0,1,0,1,0,0,2,1,0,0,1,2,1,6,3,0,0,1,0,0,0,0,0,2,1,0,0,0,2,22,1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,34,30,37,34,17,8,64,3,13,32,17,22,8,34,9,26,28,2,10,9,197,31,8,50,23,20,1,10,8,71,35,28,5,0,5,2,4,1,2,10,11,14,18,12,2,2,0,4,9,15,6,1,8,8,0,1,2,29,3,4,5,8,12,1,2,2,1,15,0,12,2,2,5,8,15,3,2,1,3,5,1,1,2,11,3,9,10,1,1,0,1,0,1,1,7,18,20,1,0,1,2,0,5,15,3,12,47,0,8,9,8,2,2,10,4,2,2,2,1,3,0,3,1,6,16,6,2,12,4,1,16,0,11,20,2,31,0,0,2,13,11,6,0,0,4,1,3,10,12,17,7,1,10,4,7,2,0,0,2,2,0,1,3,5,4,6,2,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,6,0,27,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,3,0,0,1,8,0,0,0,0,0,0,0,0,3,1,0,2,0,0,1,1,1,0,1,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,46,8,5,19,9,1,4,1,8,4,7,5,8,4,9,5,8,4,19,17,33,4,2,12,7,31,1,0,0,19,19,26,20,2,3,2,3,1,0,4,4,10,10,0,2,1,0,0,1,4,3,3,0,1,0,7,6,10,4,2,2,17,7,1,3,0,23,10,1,14,4,1,0,6,2,10,0,1,3,5,6,3,5,4,0,5,1,0,1,2,2,4,2,2,2,35,8,1,0,0,0,0,2,7,9,4,6,10,5,3,3,2,1,4,18,1,1,3,0,6,1,2,0,2,18,0,9,4,0,0,1,0,0,3,0,6,0,0,0,2,1,0,0,0,0,0,0,2,13,14,3,0,2,0,5,1,0,0,0,2,2,0,0,0,2,7,4,0,0,1,0,0,0,4,0,0,2,0,5,0,0,3,5,0,26,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,4,7,11,3,9,0,1,2,1,3,0,8,8,3,8,7,2,0,0,51,3,1,6,6,4,17,8,2,18,4,5,3,1,3,0,1,0,0,8,11,6,3,6,1,0,0,3,5,2,1,5,1,3,1,2,1,5,1,4,3,7,6,0,3,2,11,1,1,2,1,0,0,1,3,2,1,1,0,3,1,0,0,7,0,1,5,2,1,2,0,14,0,2,4,4,4,6,0,0,0,1,0,2,0,6,10,4,1,0,1,1,0,5,1,0,0,5,3,0,3,1,0,1,13,4,4,10,3,0,5,0,4,5,2,12,0,0,0,1,6,5,0,0,0,0,0,5,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,26,29,43,3,2,72,0,7,26,10,3,26,15,11,14,14,1,12,4,32,20,11,61,17,5,0,8,3,32,12,19,5,2,4,11,1,0,0,2,14,15,18,5,5,0,0,3,1,16,2,4,6,0,0,6,4,23,2,7,3,25,8,0,0,2,0,18,2,2,4,5,1,3,5,3,0,0,9,3,3,6,1,12,1,2,0,0,1,1,4,5,2,4,0,9,12,0,1,0,2,0,3,7,5,13,14,6,3,18,4,5,0,6,9,0,3,0,1,5,1,2,1,2,35,2,10,8,4,2,3,0,1,5,0,3,0,0,3,2,7,3,0,0,0,0,0,0,12,26,2,1,11,0,2,4,0,0,0,1,0,1,9,0,2,6,0,0,2,1,0,0,0,0,0,0,1,0,3,0,1,1,1,0,28,7,2,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,2,1,0,0,1,0,2,0,2,0,0,0,0,2,2,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101",0,0,0,4,0,0,0,0,0,1,1,0,0,1,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,113,3,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,3,6,5,2,15,4,11,3,1,2,3,0,0,58,69,9,4,1,0,15,3,15,30,15,1,2,4,0,2,3,0,11,12,1,11,10,21,8,5,7,0,2,11,1,26,2,7,50,121,1,4,20,20,19,4,1,0,1,1,1,15,1,28,10,21,2,18,8,17,9,2,6,3,9,17,34,12,7,4,1,5,13,2,1,8,2,1,1,16,2,1,34,71,15,12,1,1,9,66,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,5,2,0,0,0,0,0,0,0,0,1,2,0,0,2,1,0,12,1,0,1,10,1,0,19,5,4,15,6,16,144,15,2,7,45,2,4,5,1,3,20,17,11,0,34,37,28,1,8,112,2,1,2,1,12,118,12,0,20,4,3,1,5,0,14,6,1,78,2,0,0,0,0,2,0,1,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102",0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,9,1,6,2,0,3,7,40,8,7,0,1,8,9,20,3,65,13,0,2,2,2,14,9,4,1,11,2,22,58,40,33,3,11,0,12,0,4,0,8,6,31,17,9,3,7,3,6,19,1,47,5,5,1,6,36,44,18,3,36,10,11,0,4,3,13,37,0,22,9,5,3,23,14,3,16,3,0,6,0,11,5,8,5,1,3,0,1,2,6,9,5,32,21,10,22,7,6,4,0,0,10,1,7,16,11,9,15,80,16,20,1,5,19,1,9,2,5,17,0,5,2,5,2,3,12,12,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,14,3,2,0,7,3,1,1,2,0,0,3,0,1,33,4,34,29,2,2,9,0,2,6,1,7,1,0,2,2,22,1,7,14,46,0,10,21,11,2,1,2,1,5,0,10,13,3,9,8,10,7,0,0,7,0,1,11,8,1,1,21,4,0,0,4,4,2,2,0,11,26,12,14,4,2,3,2,0,7,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,6,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,48,7,6,21,5,3,13,0,30,60,13,4,9,13,4,22,14,7,21,19,18,3,4,19,31,5,5,24,4,57,88,20,23,11,22,1,2,0,1,5,50,21,67,14,21,1,1,4,6,20,13,5,9,12,3,10,14,69,7,5,9,24,16,4,10,9,5,23,2,11,16,8,3,14,24,2,11,1,11,22,28,16,9,56,5,12,5,0,17,16,3,8,2,18,14,21,32,4,3,2,0,0,11,43,23,12,15,0,30,22,16,14,0,15,9,0,2,18,2,3,2,6,4,8,26,6,20,26,1,1,0,3,8,5,1,5,0,0,1,18,3,3,0,1,1,3,0,7,4,6,0,0,6,0,3,0,0,0,0,1,0,1,16,0,5,6,2,1,5,0,2,2,0,0,0,7,1,0,3,0,0,3,13,0,7,13,0,0,0,0,0,1,1,0,0,2,0,2,3,0,0,0,16,0,0,2,12,1,0,2,0,0,0,0,0,1,0,0,13,8,6,0,0,2,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,17,10,10,4,1,3,4,4,22,26,2,10,21,10,42,8,14,20,28,3,1,8,7,18,26,2,11,0,26,32,25,50,4,5,0,1,0,1,0,11,21,17,2,0,0,0,2,13,6,3,11,4,2,1,0,30,61,28,0,10,7,12,0,2,6,2,15,0,14,4,2,0,8,6,0,6,0,2,4,6,3,5,6,6,2,0,0,3,5,11,9,3,19,20,17,7,0,0,7,4,0,13,3,2,15,20,2,9,18,8,17,0,7,21,0,1,0,0,9,1,2,0,3,1,0,17,9,0,0,2,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,1,11,7,0,0,11,0,3,0,0,1,0,3,0,1,12,1,4,15,1,6,5,0,0,4,4,0,0,0,1,1,4,0,3,6,19,1,15,21,9,0,0,0,0,1,0,3,1,1,5,3,1,2,1,1,4,1,0,4,1,0,0,3,2,0,0,1,1,0,0,0,4,1,5,3,1,3,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,4,3,14,0,6,6,0,0,3,0,41,2,1,2,1,2,1,2,1,16,1,0,5,0,1,0,2,5,12,7,0,2,0,2,0,0,0,0,7,1,6,5,17,0,0,1,0,3,3,3,2,0,1,1,1,0,1,1,0,5,3,7,2,23,4,1,1,1,0,0,0,0,0,15,2,0,1,0,9,5,2,0,1,0,3,7,1,0,0,0,1,0,0,0,4,2,0,0,0,0,0,3,13,0,2,2,0,1,0,2,0,0,6,0,1,5,7,0,3,0,2,1,1,3,1,0,3,1,0,5,0,1,9,1,1,1,0,1,3,3,5,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106",0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,10,33,8,18,4,23,0,15,24,9,5,15,14,5,21,13,2,6,6,84,18,2,36,11,6,5,15,9,68,19,10,12,2,10,0,0,0,0,10,13,30,8,10,9,1,2,3,2,8,9,15,4,4,2,2,8,19,9,3,1,27,16,2,8,7,6,8,1,16,6,1,1,3,18,4,1,1,5,2,0,3,2,22,4,10,2,0,9,0,6,15,0,3,5,7,23,2,1,2,5,0,0,18,1,14,31,3,6,4,6,4,1,5,12,2,5,8,2,4,0,5,0,3,18,6,7,39,2,0,0,0,4,6,0,5,1,0,1,8,2,1,0,0,1,0,0,5,9,11,1,0,5,0,0,0,0,1,0,2,0,0,1,0,0,1,6,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,16,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,11,0,0,3,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,75,9,19,49,2,7,25,1,21,26,10,20,4,34,6,8,7,3,7,9,38,15,2,20,27,8,0,35,7,91,61,34,23,1,14,1,0,0,0,4,30,28,50,9,16,3,0,4,3,35,12,8,9,5,0,10,7,33,4,5,4,41,20,3,3,13,5,21,0,24,8,1,4,7,19,5,3,7,20,5,20,9,6,24,6,7,2,0,8,0,3,12,6,7,14,27,35,1,3,2,1,0,2,18,8,7,39,11,9,21,15,10,4,26,9,1,5,5,4,10,3,20,0,4,27,1,24,33,4,0,0,0,0,9,0,10,0,0,0,12,3,1,0,0,5,1,0,10,4,8,1,0,2,0,5,0,0,1,0,0,0,2,7,2,3,4,0,0,6,1,0,3,0,0,6,0,0,0,1,0,0,4,11,0,9,10,3,0,2,0,0,2,0,0,0,0,0,0,1,1,0,1,13,2,0,4,8,0,0,2,1,1,0,0,0,11,4,0,3,5,1,6,0,1,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,5,11,6,2,15,0,27,11,11,1,4,7,15,4,9,5,13,17,29,4,20,72,3,7,1,0,0,20,12,11,18,0,1,1,9,2,1,0,5,8,8,0,1,1,0,2,0,6,3,39,27,2,0,2,20,12,8,1,9,5,5,0,4,1,6,22,1,3,1,5,7,16,1,0,0,0,1,1,2,4,5,1,3,0,0,0,2,0,4,7,6,10,4,10,14,2,2,1,1,0,1,7,11,7,6,0,7,17,1,0,0,3,7,0,5,0,0,4,0,1,2,0,16,0,4,6,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,12,6,0,1,6,2,0,0,0,0,1,3,0,0,11,4,3,4,2,0,2,0,1,0,0,1,0,1,1,0,4,0,0,1,5,0,25,3,1,1,0,0,0,0,0,0,3,2,0,0,3,0,0,1,3,0,0,2,7,0,0,0,0,1,0,0,1,3,0,0,2,1,1,0,0,1,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,47,9,8,21,0,1,12,2,38,21,34,0,3,4,3,27,6,16,20,10,35,15,1,18,25,9,4,8,6,81,57,31,28,5,6,2,0,0,2,2,23,37,46,14,14,2,1,6,1,22,9,4,14,8,4,8,12,15,6,17,8,46,14,1,3,8,3,17,4,15,15,4,2,14,9,5,1,7,5,10,6,8,8,15,3,14,1,0,2,0,1,7,1,8,13,28,36,2,5,9,0,0,2,12,11,16,25,7,7,20,1,6,0,11,15,2,7,11,1,6,1,8,1,6,8,0,10,14,2,0,1,0,2,1,1,3,1,0,0,2,2,3,0,0,1,0,1,5,3,4,0,0,0,0,1,0,0,0,0,0,0,0,7,0,1,6,0,1,13,0,0,0,1,0,5,0,1,0,3,0,1,2,10,2,10,4,1,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,6,0,0,5,2,0,0,7,1,0,0,0,0,0,1,0,1,2,0,8,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110",1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,20,7,23,8,1,14,1,14,17,9,5,9,12,3,17,7,4,16,6,29,34,2,38,7,16,2,7,2,17,22,6,6,4,3,0,3,1,0,0,4,7,11,14,7,1,0,3,2,6,4,1,9,1,0,8,14,9,6,1,8,15,3,0,0,5,5,6,0,24,3,1,0,9,6,10,0,5,1,0,1,6,3,9,1,2,0,0,1,0,2,8,1,5,3,18,1,0,1,0,10,0,14,6,6,2,2,15,6,1,5,2,1,5,4,0,0,2,3,7,0,2,1,0,7,0,9,11,1,0,0,0,3,1,1,0,0,0,0,4,3,1,0,0,0,0,0,0,5,21,4,0,0,1,2,1,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,1,1,0,0,1,0,4,0,0,3,2,0,16,4,3,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,3,0,0,1,7,0,0,3,0,0,0,0,0,0,0,0,2,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
